,駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,Unnamed: 10,当該路線の設置状況,path
292,16.0,札幌市交通局,東西線,南郷18丁目,北海道札幌市白石区,相対式2面2線,1・2番線,可動式ホーム柵,2008/10/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東西線_addRailname.geojson
293,17.0,札幌市交通局,東西線,大谷地,北海道札幌市厚別区,相対式2面2線,1・2番線,可動式ホーム柵,2008/10/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東西線_addRailname.geojson
294,18.0,札幌市交通局,東西線,ひばりが丘,北海道札幌市厚別区,相対式2面2線,1・2番線,可動式ホーム柵,2008/09/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東西線_addRailname.geojson
295,19.0,札幌市交通局,東西線,新さっぽろ,北海道札幌市厚別区,島式1面2線,1・2番線,可動式ホーム柵,2008/09/01 00:00,,1番線は降車ホーム（一部を除く）・2番線は乗車ホーム,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東西線_addRailname.geojson
296,20.0,札幌市交通局,南北線,麻生,北海道札幌市北区,島式1面2線,1・2番線,可動式ホーム柵,2012/07/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
297,21.0,札幌市交通局,南北線,北34条,北海道札幌市北区,相対式2面2線,1・2番線,可動式ホーム柵,2012/07/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
298,22.0,札幌市交通局,南北線,北24条,北海道札幌市北区,島式1面2線,1・2番線,可動式ホーム柵,2012/08/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
299,23.0,札幌市交通局,南北線,北18条,北海道札幌市北区,相対式2面2線,1・2番線,可動式ホーム柵,2012/08/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
300,24.0,札幌市交通局,南北線,北12条,北海道札幌市北区,相対式2面2線,1・2番線,可動式ホーム柵,2012/09/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
301,25.0,札幌市交通局,南北線,さっぽろ,北海道札幌市中央区,島式1面2線,1・2番線,可動式ホーム柵,2012/09/01 00:00,○,乗降人員は、2線（南北線・東豊線）の合計,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
302,,札幌市交通局,南北線,大通,北海道札幌市中央区,相対式2面2線,1・2番線,可動式ホーム柵,2012/10/01 00:00,○,（参照）【札幌市東西線】,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
303,26.0,札幌市交通局,南北線,すすきの,北海道札幌市中央区,相対式2面2線,1・2番線,可動式ホーム柵,2012/10/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
304,27.0,札幌市交通局,南北線,中島公園,北海道札幌市中央区,相対式2面2線,1・2番線,可動式ホーム柵,2012/11/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
305,28.0,札幌市交通局,南北線,幌平橋,北海道札幌市中央区,相対式2面2線,1・2番線,可動式ホーム柵,2012/11/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
306,29.0,札幌市交通局,南北線,中の島,北海道札幌市豊平区,相対式2面2線,1・2番線,可動式ホーム柵,2012/12/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
307,30.0,札幌市交通局,南北線,平岸,北海道札幌市豊平区,相対式2面2線,1・2番線,可動式ホーム柵,2012/12/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
308,31.0,札幌市交通局,南北線,南平岸,北海道札幌市豊平区,島式1面2線,1・2番線,可動式ホーム柵,2013/01/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
309,32.0,札幌市交通局,南北線,澄川,北海道札幌市南区,島式1面2線,1・2番線,可動式ホーム柵,2013/02/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
310,33.0,札幌市交通局,南北線,自衛隊前,北海道札幌市南区,相対式2面2線,1・2番線,可動式ホーム柵,2013/02/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
311,34.0,札幌市交通局,南北線,真駒内,北海道札幌市南区,島式1面2線,1・2番線,可動式ホーム柵,2013/03/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局南北線_addRailname.geojson
312,35.0,札幌市交通局,東豊線,栄町,北海道札幌市東区,島式1面2線,1・2番線,可動式ホーム柵,2016/08/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
313,36.0,札幌市交通局,東豊線,新道東,北海道札幌市東区,相対式2面2線,1・2番線,可動式ホーム柵,2017/03/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
314,37.0,札幌市交通局,東豊線,元町,北海道札幌市東区,島式1面2線,1・2番線,可動式ホーム柵,2017/03/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
315,38.0,札幌市交通局,東豊線,環状通東,北海道札幌市東区,相対式2面2線,1・2番線,可動式ホーム柵,2017/02/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
316,39.0,札幌市交通局,東豊線,東区役所前,北海道札幌市東区,島式1面2線,1・2番線,可動式ホーム柵,2017/02/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
317,40.0,札幌市交通局,東豊線,北13条東,北海道札幌市東区,相対式2面2線,1・2番線,可動式ホーム柵,2017/01/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
318,,札幌市交通局,東豊線,さっぽろ,北海道札幌市中央区,島式1面2線,1・2番線,可動式ホーム柵,2016/12/01 00:00,○,（参照）【札幌市南北線】,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
319,,札幌市交通局,東豊線,大通,北海道札幌市中央区,相対式2面2線,1・2番線,可動式ホーム柵,2016/12/01 00:00,○,（参照）【札幌市東西線】,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
320,41.0,札幌市交通局,東豊線,豊水すすきの,北海道札幌市中央区,島式1面2線,1・2番線,可動式ホーム柵,2016/11/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
321,42.0,札幌市交通局,東豊線,学園前,北海道札幌市豊平区,島式1面2線,1・2番線,可動式ホーム柵,2016/11/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
322,43.0,札幌市交通局,東豊線,豊平公園,北海道札幌市豊平区,島式1面2線,1・2番線,可動式ホーム柵,2016/10/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
323,44.0,札幌市交通局,東豊線,美園,北海道札幌市豊平区,島式1面2線,1・2番線,可動式ホーム柵,2016/10/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
324,45.0,札幌市交通局,東豊線,月寒中央,北海道札幌市豊平区,島式1面2線,1・2番線,可動式ホーム柵,2016/09/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
325,46.0,札幌市交通局,東豊線,福住,北海道札幌市豊平区,島式1面2線,1・2番線,可動式ホーム柵,2016/09/01 00:00,,,,/home/zaiying/A-Pastani/data/札幌市交通局/札幌市交通局東豊線_addRailname.geojson
326,1.0,仙台市交通局,南北線,富沢,宮城県仙台市太白区,島式1面2線,1・2番線,可動式ホーム柵,2009/10/01 00:00,,1番線は降車ホーム・2番線は乗車ホーム,◎全駅,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
327,2.0,仙台市交通局,南北線,長町南,宮城県仙台市太白区,島式1面2線,1・2番線,可動式ホーム柵,2009/10/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
328,3.0,仙台市交通局,南北線,長町,宮城県仙台市太白区,島式1面2線,1・2番線,可動式ホーム柵,2009/10/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
329,4.0,仙台市交通局,南北線,長町一丁目,宮城県仙台市太白区,島式1面2線,1・2番線,可動式ホーム柵,2009/11/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
330,5.0,仙台市交通局,南北線,河原町,宮城県仙台市若林区,島式1面2線,1・2番線,可動式ホーム柵,2009/11/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
331,6.0,仙台市交通局,南北線,愛宕橋,宮城県仙台市若林区,島式1面2線,1・2番線,可動式ホーム柵,2009/11/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
332,7.0,仙台市交通局,南北線,五橋,宮城県仙台市若林区,島式1面2線,1・2番線,可動式ホーム柵,2009/11/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
333,8.0,仙台市交通局,南北線,仙台,宮城県仙台市青葉区,島式2面4線,1・2番線,可動式ホーム柵,2009/12/01 00:00,○,仙台市東西線ホーム側（3・4番線）はH27.12に設置,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
334,9.0,仙台市交通局,南北線,広瀬通,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2009/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
335,10.0,仙台市交通局,南北線,勾当台公園,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2009/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
336,11.0,仙台市交通局,南北線,北四番丁,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2009/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
337,12.0,仙台市交通局,南北線,北仙台,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2010/01/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
338,13.0,仙台市交通局,南北線,台原,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2010/01/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
339,14.0,仙台市交通局,南北線,旭ヶ丘,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2010/01/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
340,15.0,仙台市交通局,南北線,黒松,宮城県仙台市泉区,島式1面2線,1・2番線,可動式ホーム柵,2010/02/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
341,16.0,仙台市交通局,南北線,八乙女,宮城県仙台市泉区,島式1面2線,1・2番線,可動式ホーム柵,2010/02/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
342,17.0,仙台市交通局,南北線,泉中央,宮城県仙台市泉区,島式1面2線,1・2番線,可動式ホーム柵,2010/02/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局南北線_addRailname.geojson
343,18.0,仙台市交通局,東西線,八木山動物公園,宮城県仙台市太白区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
344,19.0,仙台市交通局,東西線,青葉山,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
345,20.0,仙台市交通局,東西線,川内,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
346,21.0,仙台市交通局,東西線,国際センター,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
347,22.0,仙台市交通局,東西線,大町西公園,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
348,23.0,仙台市交通局,東西線,青葉通一番町,宮城県仙台市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
349,,仙台市交通局,東西線,仙台,宮城県仙台市青葉区,島式2面4線,3・4番線,可動式ホーム柵,2015/12/01 00:00,○,（参照）【仙台市南北線】,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
350,24.0,仙台市交通局,東西線,宮城野通,宮城県仙台市宮城野区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
351,25.0,仙台市交通局,東西線,連坊,宮城県仙台市若林区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
352,26.0,仙台市交通局,東西線,薬師堂,宮城県仙台市若林区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
353,27.0,仙台市交通局,東西線,卸町,宮城県仙台市若林区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
354,28.0,仙台市交通局,東西線,六丁の目,宮城県仙台市若林区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
355,29.0,仙台市交通局,東西線,荒井,宮城県仙台市若林区,島式1面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,,,,/home/zaiying/A-Pastani/data/仙台市交通局/仙台市交通局東西線_addRailname.geojson
356,1.0,東京メトロ,千代田線（支線）,北綾瀬,東京都足立区,単式1面1線,1番線,可動式ホーム柵,2002/02/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/東京メトロ/東京地下鉄千代田線_addRailname.geojson
357,2.0,東京メトロ,千代田線（支線）,綾瀬,東京都足立区,単式1線・島式2面3線,0・1・2・3・4番線,可動式ホーム柵,2020/03/01 00:00,○,0番線はH14.2に設置,,/home/zaiying/A-Pastani/data/東京メトロ/東京地下鉄千代田線_addRailname.geojson
358,3.0,東京メトロ,千代田線,北千住,東京都足立区,島式1面2線,3・4番線,可動式ホーム柵,2019/06/01 00:00,○,,,/home/zaiying/A-Pastani/data/東京メトロ/東京地下鉄千代田線_addRailname.geojson
359,4.0,東京メトロ,千代田線,町屋,東京都荒川区,単式二層2面2線,1・2番線,可動式ホーム柵,2020/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京メトロ/東京地下鉄千代田線_addRailname.geojson
