,路線名,駅名,人身事故回数,index
3916,東武鉄道東武伊勢崎線,境町駅,4,"[6130, 9740, 10760, 12655]"
3917,四国旅客鉄道高徳線,阿波川端駅,3,"[6138, 8629, 11731]"
3918,明知鉄道明知線,飯羽間駅,1,[6140]
3919,明知鉄道明知線,阿木駅,1,[6140]
3920,東武鉄道東武伊勢崎線,草加駅,3,"[6141, 7467, 10135]"
3921,高松琴平電気鉄道長尾線,林道駅,4,"[6142, 12468, 12643, 13039]"
3922,東海旅客鉄道飯田線,高遠原駅,1,[6143]
3923,東海旅客鉄道飯田線,七久保駅,1,[6143]
3924,九州旅客鉄道日豊本線,大分駅,2,"[6144, 13462]"
3925,"['東日本旅客鉄道東北本線', '東日本旅客鉄道東海道線']",東十条駅,3,"[6147, 6898, 10090]"
3926,東日本旅客鉄道五日市線,秋川駅,4,"[6153, 6761, 7050, 12597]"
3927,東日本旅客鉄道羽越本線,中条駅,1,[6155]
3928,東日本旅客鉄道羽越本線,平木田駅,1,[6155]
3929,東武鉄道東武小泉線,館林駅,2,"[6156, 9429]"
3930,東武鉄道東武小泉線,成島駅,2,"[6156, 9429]"
3931,東海旅客鉄道御殿場線,相模金子駅,3,"[6159, 7387, 10663]"
3932,東海旅客鉄道御殿場線,上大井駅,1,[6159]
3933,IGRいわて銀河鉄道いわて銀河鉄道線,好摩駅,2,"[6160, 11352]"
3934,西日本旅客鉄道おおさか東線,JR河内永和駅,1,[6162]
3935,京王電鉄京王井の頭線,新代田駅,4,"[6163, 6901, 8945, 11979]"
3936,東海旅客鉄道飯田線,伊那市駅,1,[6165]
3937,東海旅客鉄道飯田線,下島駅,1,[6165]
3938,東日本旅客鉄道成田線,香取駅,2,"[6167, 6290]"
3939,西日本旅客鉄道宇野線,迫川駅,2,"[6173, 10584]"
3940,東日本旅客鉄道奥羽本線,醍醐駅,1,[6180]
3941,西日本旅客鉄道宇部線,丸尾駅,2,"[6184, 10938]"
3942,西日本旅客鉄道宇部線,岐波駅,1,[6184]
3943,相模鉄道相鉄いずみ野線,南万騎が原駅,1,[6186]
3944,東日本旅客鉄道信越本線,新津駅,3,"[6187, 9568, 13478]"
3945,東日本旅客鉄道信越本線,古津駅,6,"[6187, 6970, 9568, 10130, 11429, 13454]"
3946,福岡市交通局空港線,西新駅,1,[6193]
3947,西日本旅客鉄道和歌山線,JR五位堂駅,6,"[6194, 8921, 9396, 9939, 10673, 12995]"
3948,九州旅客鉄道日豊本線,別府駅,5,"[6196, 6275, 6298, 12015, 14289]"
3949,上毛電気鉄道上毛線,桐生球場前駅,2,"[6197, 10312]"
3950,富山地方鉄道本線,新魚津駅,1,[6199]
3951,富山地方鉄道本線,経田駅,1,[6199]
3952,西日本旅客鉄道山陰本線,松崎駅,3,"[6200, 9308, 11418]"
3953,西日本旅客鉄道山陰本線,倉吉駅,4,"[6200, 9308, 10075, 11418]"
3954,東日本旅客鉄道大糸線,穂高駅,1,[6201]
3955,東日本旅客鉄道大糸線,有明駅,1,[6201]
3956,西日本旅客鉄道阪和線,和泉砂川駅,3,"[6203, 12110, 12699]"
3957,上毛電気鉄道上毛線,北原駅,2,"[6204, 11637]"
3958,九州旅客鉄道日豊本線,清武駅,3,"[6220, 12212, 14161]"
3959,九州旅客鉄道日豊本線,日向沓掛駅,1,[6220]
3960,東日本旅客鉄道横浜線,東神奈川駅,1,[6224]
3961,札幌市交通局東豊線,大通駅,2,"[6227, 7935]"
3962,東急電鉄東急田園都市線,用賀駅,8,"[6228, 6530, 7037, 9276, 10891, 12178, 12425, 14671]"
3963,西日本旅客鉄道七尾線,本津幡駅,2,"[6230, 13512]"
3964,西日本旅客鉄道七尾線,中津幡駅,1,[6230]
3965,東日本旅客鉄道越後線,寺尾駅,2,"[6233, 11694]"
3966,近畿日本鉄道近鉄田原本線,西田原本駅,2,"[6237, 12270]"
3967,近畿日本鉄道近鉄大阪線,安堂駅,3,"[6241, 8966, 13628]"
3968,四国旅客鉄道予讃線,堀江駅,5,"[6246, 6390, 8175, 13836, 14597]"
3969,四国旅客鉄道予讃線,光洋台駅,3,"[6246, 7511, 8533]"
3970,東日本旅客鉄道東北本線,金ヶ崎駅,4,"[6247, 8105, 8877, 13813]"
3971,東日本旅客鉄道上越新幹線,本庄早稲田駅,1,[6249]
3972,北海道旅客鉄道函館本線,大中山駅,2,"[6254, 12194]"
3973,東日本旅客鉄道信越本線,押切駅,3,"[6257, 9871, 13439]"
3974,あいの風とやま鉄道あいの風とやま鉄道線,泊駅,1,[6258]
3975,あいの風とやま鉄道あいの風とやま鉄道線,越中宮崎駅,1,[6258]
3976,京王電鉄京王高尾線,京王片倉駅,1,[6259]
3977,福井鉄道福武線,足羽山公園口駅,3,"[6263, 6326, 6457]"
3978,西日本旅客鉄道奈良線,木津駅,1,[6264]
3979,東日本旅客鉄道小海線,中込駅,1,[6270]
3980,九州旅客鉄道日豊本線,椎田駅,3,"[6272, 12247, 14874]"
3981,九州旅客鉄道日豊本線,豊前松江駅,1,[6272]
3982,長崎電気軌道本線,浦上駅,4,"[6273, 9034, 12039, 14872]"
3983,京浜急行電鉄京急大師線,鈴木町駅,3,"[6274, 6347, 13719]"
3984,西日本旅客鉄道吉備線,吉備津駅,2,"[6286, 6635]"
3985,九州旅客鉄道日豊本線,立石駅,3,"[6288, 8553, 12426]"
3986,九州旅客鉄道日豊本線,中山香駅,2,"[6288, 8553]"
3987,東日本旅客鉄道久留里線,東清川駅,1,[6294]
3988,東日本旅客鉄道久留里線,横田駅,1,[6294]
3989,西日本旅客鉄道呉線,風早駅,2,"[6296, 10397]"
3990,西日本旅客鉄道呉線,安芸津駅,1,[6296]
3991,東海旅客鉄道中央線,田立駅,1,[6297]
3992,東日本旅客鉄道奥羽本線,湯沢駅,3,"[6303, 11831, 14006]"
3993,東日本旅客鉄道奥羽本線,下湯沢駅,2,"[6303, 14006]"
3994,東海旅客鉄道東海道線,醒ヶ井駅,4,"[6305, 7324, 7510, 7661]"
3995,西日本旅客鉄道山陽線,本由良駅,5,"[6306, 6736, 7406, 9042, 10822]"
3996,東日本旅客鉄道大糸線,白馬駅,1,[6307]
3997,東日本旅客鉄道大糸線,信濃森上駅,1,[6307]
3998,東武鉄道東武日光線,新古河駅,6,"[6308, 7170, 7445, 8863, 12056, 13645]"
3999,名古屋鉄道名鉄河和線,白沢駅,1,[6311]
4000,西日本旅客鉄道山陰本線,石見津田駅,3,"[6315, 7809, 9037]"
4001,四国旅客鉄道土讃線,土佐大津駅,2,"[6316, 13098]"
4002,西日本旅客鉄道奈良線,稲荷駅,2,"[6329, 6814]"
4003,小田急電鉄小田急小田原線,狛江駅,1,[6331]
4004,東日本旅客鉄道東北本線,松山町駅,3,"[6336, 7030, 8683]"
4005,東日本旅客鉄道東北本線,小牛田駅,1,[6336]
4006,東日本旅客鉄道内房線,袖ヶ浦駅,3,"[6337, 9131, 9376]"
4007,わたらせ渓谷鐵道わたらせ渓谷線,運動公園駅,1,[6341]
4008,わたらせ渓谷鐵道わたらせ渓谷線,大間々駅,1,[6341]
4009,九州旅客鉄道唐津線,久保田駅,1,[6352]
4010,九州旅客鉄道唐津線,小城駅,1,[6352]
4011,京阪電気鉄道京阪京津線,山科駅,1,[6353]
4012,京阪電気鉄道京阪京津線,御陵駅,1,[6353]
4013,長崎電気軌道本線,肥前白石駅,2,"[6356, 12747]"
4014,名古屋市交通局名港線,築地口駅,3,"[6357, 9214, 12591]"
4015,名古屋市交通局名港線,港区役所駅,1,[6357]
4016,熊本電気鉄道菊池線,八景水谷駅,3,"[6361, 7902, 11752]"
4017,近畿日本鉄道近鉄大阪線,河内国分駅,13,"[6364, 7093, 8308, 8548, 9000, 9102, 9351, 9489, 9555, 10544, 10576, 13628, 14767]"
4018,阪神電気鉄道阪神本線,武庫川駅,3,"[6369, 6801, 11204]"
4019,一畑電車北松江線,大寺駅,2,"[6370, 9105]"
4020,一畑電車北松江線,美談駅,2,"[6370, 9105]"
4021,北海道旅客鉄道室蘭本線,社台駅,2,"[6372, 12124]"
4022,京都市交通局烏丸線,北山駅,1,[6374]
4023,東武鉄道東武伊勢崎線,足利市駅,1,[6379]
4024,東日本旅客鉄道奥羽本線,蔵王駅,3,"[6383, 10306, 14150]"
4025,西日本旅客鉄道和歌山線,紀伊山田駅,2,"[6384, 8252]"
4026,山陽電気鉄道本線,須磨浦公園駅,2,"[6385, 10637]"
4027,名古屋鉄道名鉄名古屋本線,山王駅,2,"[6392, 7592]"
4028,西日本旅客鉄道山陽線,新山口駅,4,"[6395, 10098, 11798, 13194]"
4029,東京地下鉄銀座線,三越前駅,1,[6397]
4030,西日本旅客鉄道北陸本線,田村駅,2,"[6398, 6484]"
4031,九州旅客鉄道久大本線,南大分駅,2,"[6400, 10382]"
4032,九州旅客鉄道久大本線,古国府駅,1,[6400]
4033,東急電鉄東急大井町線,荏原町駅,4,"[6402, 6858, 8020, 9286]"
4034,東日本旅客鉄道小海線,北中込駅,1,[6407]
4035,東日本旅客鉄道小海線,岩村田駅,1,[6407]
4036,九州旅客鉄道大村線,大村駅,2,"[6409, 11669]"
4037,広島電鉄宮島線,楽々園駅,1,[6410]
4038,くま川鉄道湯前線,おかどめ幸福駅,1,[6411]
4039,くま川鉄道湯前線,木上駅,1,[6411]
4040,近畿日本鉄道近鉄大阪線,高安駅,3,"[6412, 8061, 14108]"
4041,東日本旅客鉄道飯山線,下条駅,2,"[6415, 13100]"
4042,愛知環状鉄道愛知環状鉄道線,三河上郷駅,1,[6421]
4043,北条鉄道北条線,粟生駅,1,[6422]
4044,北条鉄道北条線,網引駅,1,[6422]
4045,東京都交通局浅草線,大門駅,1,[6423]
4046,西日本旅客鉄道姫新線,中国勝山駅,3,"[6425, 12454, 13391]"
4047,西日本旅客鉄道姫新線,久世駅,3,"[6425, 12454, 13391]"
4048,東日本旅客鉄道内房線,南三原駅,2,"[6428, 12095]"
4049,東日本旅客鉄道内房線,千歳駅,1,[6428]
4050,西日本旅客鉄道芸備線,下深川駅,3,"[6430, 13111, 13636]"
4051,近畿日本鉄道近鉄橿原線,結崎駅,5,"[6431, 6948, 8154, 11867, 13105]"
4052,近畿日本鉄道近鉄橿原線,石見駅,3,"[6431, 7861, 11867]"
4053,東海旅客鉄道東海道線,三河三谷駅,1,[6433]
4054,神戸電鉄粟生線,木幡駅,1,[6435]
4055,西武鉄道西武池袋線,武蔵横手駅,2,"[6436, 12386]"
4056,京王電鉄京王線,初台駅,2,"[6437, 10395]"
4057,東急電鉄東急田園都市線,鷺沼駅,6,"[6439, 6460, 9417, 10675, 13304, 14082]"
4058,えちぜん鉄道三国芦原線,田原町駅,1,[6445]
4059,えちぜん鉄道三国芦原線,福大前西福井駅,1,[6445]
4060,"['富士急行大月線', '富士急行河口湖線']",富士山駅,1,[6446]
4061,"['富士急行大月線', '富士急行河口湖線']",富士急ハイランド駅,1,[6446]
4062,"['神戸市交通局山手線', '神戸市交通局西神線']",新神戸駅,1,[6452]
4063,熊本市交通局熊本市電幹線,水道町停留場,1,[6453]
4064,熊本市交通局熊本市電幹線,通町筋停留場,1,[6453]
4065,近畿日本鉄道近鉄長野線,滝谷不動駅,4,"[6455, 7424, 11447, 12891]"
4066,近畿日本鉄道近鉄長野線,汐ノ宮駅,3,"[6455, 7424, 11447]"
4067,福井鉄道福武線,市役所前駅,5,"[6457, 7106, 9048, 9334, 9531]"
4068,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",紀伊由良駅,1,[6463]
4069,名古屋鉄道名鉄西尾線,吉良吉田駅,4,"[6469, 11913, 13248, 14267]"
4070,名古屋鉄道名鉄西尾線,上横須賀駅,4,"[6469, 11913, 13248, 14267]"
4071,岡山電気軌道東山本線,門田屋敷停留場,1,[6471]
4072,山陽電気鉄道本線,山陽姫路駅,2,"[6479, 7905]"
4073,東京都交通局浅草線,馬込駅,3,"[6480, 6559, 9762]"
4074,西日本旅客鉄道山陽線,竜野駅,3,"[6482, 12776, 14022]"
4075,東日本旅客鉄道磐越東線,要田駅,3,"[6486, 8380, 13086]"
4076,東日本旅客鉄道磐越東線,船引駅,2,"[6486, 8885]"
4077,四国旅客鉄道予讃線,今治駅,4,"[6488, 10304, 12968, 13893]"
4078,東日本旅客鉄道篠ノ井線,坂北駅,1,[6489]
4079,東日本旅客鉄道篠ノ井線,聖高原駅,1,[6489]
4080,津軽鉄道津軽鉄道線,飯詰駅,1,[6490]
4081,津軽鉄道津軽鉄道線,毘沙門駅,1,[6490]
4082,九州旅客鉄道肥薩線,西人吉駅,2,"[6492, 14837]"
4083,大阪市高速電気軌道谷町線,長堀橋駅,1,[6496]
4084,広島電鉄本線,紙屋町西停留場,1,[6499]
4085,広島電鉄本線,原爆ドーム前停留場,1,[6499]
4086,東日本旅客鉄道外房線,本千葉駅,2,"[6512, 8692]"
4087,名古屋鉄道名鉄小牧線,犬山駅,2,"[6523, 10356]"
4088,東日本旅客鉄道奥羽本線,北常盤駅,1,[6527]
4089,東京都交通局新宿線,大島駅,1,[6529]
4090,四国旅客鉄道予讃線,高光駅,3,"[6532, 8109, 13585]"
4091,九州旅客鉄道指宿枕崎線,頴娃駅,1,[6533]
4092,東日本旅客鉄道奥羽本線,泉田駅,2,"[6536, 11033]"
4093,東日本旅客鉄道奥羽本線,羽前豊里駅,2,"[6536, 11033]"
4094,上信電鉄上信線,吉井駅,4,"[6537, 7182, 9021, 11302]"
4095,四国旅客鉄道高徳線,昭和町駅,2,"[6538, 12080]"
4096,四国旅客鉄道高徳線,栗林公園北口駅,3,"[6538, 12080, 14337]"
4097,島原鉄道島原鉄道線,島鉄本社前駅,1,[6541]
4098,東京地下鉄銀座線,青山一丁目駅,1,[6550]
4099,九州旅客鉄道鹿児島本線,小倉駅,5,"[6566, 9478, 10919, 12524, 14384]"
4100,南海電気鉄道南海高野線,千代田駅,7,"[6568, 7484, 7629, 13261, 13858, 14162, 14383]"
4101,阪神電気鉄道阪神本線,野田駅,2,"[6571, 9711]"
4102,一畑電車北松江線,布崎駅,2,"[6583, 7260]"
4103,一畑電車北松江線,湖遊館新駅駅,2,"[6583, 7260]"
4104,東急電鉄東急田園都市線,駒沢大学駅,9,"[6586, 8364, 9597, 10411, 11562, 12216, 12399, 12964, 14503]"
4105,近畿日本鉄道近鉄京都線,高の原駅,5,"[6587, 9407, 10874, 12106, 14692]"
4106,阪堺電気軌道上町線,姫松停留場,1,[6593]
4107,西日本旅客鉄道阪和線,上野芝駅,2,"[6604, 10194]"
4108,名古屋市交通局桜通線,丸の内駅,1,[6605]
4109,東京都交通局新宿線,本八幡駅,2,"[6606, 10922]"
4110,東日本旅客鉄道相模線,厚木駅,2,"[6609, 7171]"
4111,東日本旅客鉄道仙石線,石巻駅,1,[6621]
4112,えちぜん鉄道勝山永平寺線,光明寺駅,5,"[6630, 7849, 8700, 10138, 11826]"
4113,えちぜん鉄道勝山永平寺線,轟駅,1,[6630]
4114,東海旅客鉄道東海道線,三ヶ根駅,1,[6631]
4115,東日本旅客鉄道中央本線,梁川駅,3,"[6632, 10114, 14269]"
4116,東日本旅客鉄道内房線,佐貫町駅,4,"[6636, 7364, 7796, 8076]"
4117,西日本旅客鉄道東海道線,東淀川駅,4,"[6646, 6846, 8128, 13962]"
4118,四国旅客鉄道鳴門線,教会前駅,1,[6654]
4119,四国旅客鉄道鳴門線,立道駅,1,[6654]
4120,阪神電気鉄道阪神本線,千船駅,3,"[6655, 12679, 13934]"
4121,東日本旅客鉄道吾妻線,郷原駅,2,"[6656, 8587]"
4122,西日本旅客鉄道山口線,仁保津駅,1,[6659]
4123,西日本旅客鉄道山口線,大歳駅,1,[6659]
4124,四国旅客鉄道予讃線,伊予横田駅,2,"[6662, 9933]"
4125,四国旅客鉄道予讃線,鳥ノ木駅,2,"[6662, 9933]"
4126,鹿児島市交通局鹿児島市電唐湊線,中郡停留場,1,[6664]
4127,鹿児島市交通局鹿児島市電第一期線,高見馬場停留場,1,[6670]
4128,関東鉄道常総線,南石下駅,4,"[6673, 12427, 12536, 14804]"
4129,西日本旅客鉄道可部線,緑井駅,3,"[6677, 7153, 11381]"
4130,西日本旅客鉄道山陽線,小野田駅,2,"[6678, 9026]"
4131,西日本旅客鉄道山陽線,厚狭駅,2,"[6678, 9026]"
4132,阪急電鉄阪急千里線,関大前駅,3,"[6681, 8531, 8847]"
4133,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",和佐駅,1,[6683]
4134,阪急電鉄阪急京都本線,水無瀬駅,1,[6687]
4135,九州旅客鉄道筑肥線,美咲が丘駅,3,"[6688, 8398, 8621]"
4136,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",六甲道駅,4,"[6695, 7064, 12389, 14822]"
4137,南海電気鉄道南海高野線,芦原町駅,2,"[6713, 12280]"
4138,南海電気鉄道南海高野線,木津川駅,3,"[6713, 12280, 12584]"
4139,東急電鉄東急東横線,元住吉駅,3,"[6719, 9444, 10867]"
4140,東京都交通局浅草線,宝町駅,1,[6721]
4141,名古屋市交通局2号線名城線,茶屋ヶ坂駅,1,[6722]
4142,名古屋市交通局2号線名城線,砂田橋駅,1,[6722]
4143,京阪電気鉄道京阪京津線,京阪山科駅,1,[6725]
4144,京阪電気鉄道京阪京津線,四宮駅,1,[6725]
4145,秩父鉄道秩父本線,ひろせ野鳥の森駅,1,[6726]
4146,東急電鉄東急田園都市線,つくし野駅,7,"[6730, 7417, 7701, 8816, 11898, 12756, 12880]"
4147,名古屋鉄道名鉄蒲郡線,三河鹿島駅,1,[6731]
4148,名古屋鉄道名鉄蒲郡線,蒲郡競艇場前駅,1,[6731]
4149,西日本旅客鉄道因美線,鳥取駅,2,"[6732, 11847]"
4150,"['東日本旅客鉄道中央本線', '東日本旅客鉄道総武本線']",飯田橋駅,6,"[6737, 7752, 8929, 10029, 10741, 13913]"
4151,松浦鉄道西九州線,佐々駅,2,"[6739, 10089]"
4152,松浦鉄道西九州線,小浦駅,2,"[6739, 10089]"
4153,西日本旅客鉄道山陰本線,並河駅,3,"[6742, 11963, 12142]"
4154,西日本旅客鉄道山陰本線,亀岡駅,3,"[6742, 11963, 12142]"
4155,しなの鉄道しなの鉄道線,小諸駅,1,[6745]
4156,しなの鉄道しなの鉄道線,滋野駅,1,[6745]
4157,東日本旅客鉄道山田線,千徳駅,2,"[6747, 10107]"
4158,東日本旅客鉄道山田線,宮古駅,1,[6747]
4159,北海道旅客鉄道根室本線,布部駅,1,[6756]
4160,北海道旅客鉄道根室本線,山部駅,1,[6756]
4161,津軽鉄道津軽鉄道線,芦野公園駅,2,"[6759, 13479]"
4162,津軽鉄道津軽鉄道線,川倉駅,1,[6759]
4163,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",湯浅駅,2,"[6763, 10844]"
4164,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",広川ビーチ駅,2,"[6763, 10844]"
4165,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",朝来駅,2,"[6764, 10500]"
4166,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",白浜駅,1,[6764]
4167,西日本旅客鉄道山陰本線,乃木駅,3,"[6768, 10049, 14028]"
4168,西日本旅客鉄道山陰本線,玉造温泉駅,1,[6768]
4169,"['東日本旅客鉄道東北本線', '東日本旅客鉄道東海道線']",王子駅,6,"[6774, 9373, 10090, 10092, 12119, 12642]"
4170,四国旅客鉄道土讃線,金蔵寺駅,4,"[6779, 7272, 8639, 12718]"
4171,伊豆箱根鉄道駿豆線,韮山駅,2,"[6784, 11082]"
4172,西日本旅客鉄道湖西線,大津京駅,2,"[6790, 12687]"
4173,東日本旅客鉄道磐越西線,猿和田駅,2,"[6797, 8009]"
4174,鹿児島市交通局鹿児島市電谷山線,笹貫停留場,2,"[6798, 13817]"
4175,鹿児島市交通局鹿児島市電谷山線,谷山停留場,1,[6798]
4176,西日本旅客鉄道山陰本線,嵯峨嵐山駅,5,"[6806, 9360, 10308, 11622, 12204]"
4177,京浜急行電鉄京急空港線,天空橋駅,1,[6810]
4178,東日本旅客鉄道奥羽本線,追分駅,4,"[6812, 7790, 12381, 12397]"
4179,東日本旅客鉄道奥羽本線,大久保駅,4,"[6812, 11886, 12381, 12397]"
4180,西日本旅客鉄道奈良線,東福寺駅,1,[6814]
4181,京浜急行電鉄京急本線,花月園前駅,3,"[6818, 6867, 12694]"
4182,東京地下鉄千代田線,根津駅,5,"[6822, 7636, 8647, 9111, 9268]"
4183,近畿日本鉄道近鉄京都線,上鳥羽口駅,1,[6825]
4184,名古屋鉄道名鉄竹鼻線,羽島市役所前駅,1,[6829]
4185,西日本旅客鉄道桜井線,帯解駅,1,[6837]
4186,東日本旅客鉄道奥羽本線,長峰駅,3,"[6842, 8488, 10140]"
4187,東京臨海高速鉄道りんかい線,天王洲アイル駅,1,[6852]
4188,養老鉄道養老線,多度駅,1,[6854]
4189,岳南電車岳南線,神谷駅,1,[6860]
4190,西日本旅客鉄道赤穂線,坂越駅,2,"[6861, 12424]"
4191,西日本旅客鉄道赤穂線,播州赤穂駅,1,[6861]
4192,近畿日本鉄道近鉄大阪線,今里駅,4,"[6862, 7479, 10353, 14881]"
4193,松浦鉄道西九州線,里駅,2,"[6863, 10743]"
4194,松浦鉄道西九州線,楠久駅,1,[6863]
4195,東日本旅客鉄道東北新幹線,北上駅,1,[6865]
4196,東日本旅客鉄道東北新幹線,新花巻駅,1,[6865]
4197,大阪市高速電気軌道四つ橋線,北加賀屋駅,1,[6868]
4198,東海旅客鉄道東海道線,新居町駅,3,"[6875, 9112, 13402]"
4199,長野電鉄長野線,本郷駅,3,"[6883, 7048, 10963]"
4200,長野電鉄長野線,善光寺下駅,3,"[6883, 7048, 13657]"
4201,富山地方鉄道不二越線,開発駅,2,"[6886, 9123]"
4202,富山地方鉄道不二越線,月岡駅,2,"[6886, 9123]"
4203,京阪電気鉄道京阪京津線,浜大津駅,2,"[6889, 13651]"
4204,京阪電気鉄道京阪京津線,上栄町駅,2,"[6889, 13651]"
4205,九州旅客鉄道指宿枕崎線,慈眼寺駅,3,"[6891, 7925, 12763]"
4206,札幌市交通局東豊線,豊平公園駅,2,"[6892, 12321]"
4207,えちぜん鉄道勝山永平寺線,下志比駅,4,"[6895, 7849, 8700, 10138]"
4208,えちぜん鉄道勝山永平寺線,永平寺口駅,1,[6895]
4209,上毛電気鉄道上毛線,赤坂駅,2,"[6899, 11310]"
4210,上毛電気鉄道上毛線,上泉駅,1,[6899]
4211,京王電鉄京王井の頭線,下北沢駅,3,"[6901, 11979, 14840]"
4212,東日本旅客鉄道東北本線,東鷲宮駅,6,"[6902, 9051, 10622, 13771, 14223, 14766]"
4213,東武鉄道東武野田線,新鎌ヶ谷駅,2,"[6903, 7711]"
4214,えちぜん鉄道三国芦原線,大関駅,1,[6904]
4215,札幌市交通局東豊線,さっぽろ駅,2,"[6905, 9622]"
4216,東日本旅客鉄道八高線,丹荘駅,3,"[6912, 10203, 10650]"
4217,東日本旅客鉄道八高線,群馬藤岡駅,3,"[6912, 10203, 10650]"
4218,東日本旅客鉄道東北新幹線,小山駅,1,[6916]
4219,伊勢鉄道伊勢線,津駅,1,[6918]
4220,東日本旅客鉄道東北本線,本宮駅,1,[6919]
4221,江ノ島電鉄江ノ島電鉄線,鎌倉駅,2,"[6921, 11445]"
4222,北海道旅客鉄道室蘭本線,安平駅,1,[6931]
4223,東海旅客鉄道身延線,鰍沢口駅,3,"[6941, 14011, 14306]"
4224,東海旅客鉄道身延線,市川大門駅,1,[6941]
4225,東日本旅客鉄道八高線,箱根ヶ崎駅,4,"[6945, 8766, 14170, 14869]"
4226,東日本旅客鉄道成田線,水郷駅,1,[6949]
4227,東海旅客鉄道中央線,木曽平沢駅,1,[6950]
4228,"['札幌市交通事業振興公社1条線', '札幌市交通事業振興公社山鼻線', '札幌市交通事業振興公社山鼻西線', '札幌市交通事業振興公社都心線']",西線16条停留場,1,[6951]
4229,"['札幌市交通事業振興公社1条線', '札幌市交通事業振興公社山鼻線', '札幌市交通事業振興公社山鼻西線', '札幌市交通事業振興公社都心線']",ロープウェイ入口停留場,1,[6951]
4230,東日本旅客鉄道両毛線,小山駅,2,"[6954, 14857]"
4231,東日本旅客鉄道羽越本線,羽後亀田駅,1,[6956]
4232,西日本旅客鉄道大阪環状線,鶴橋駅,4,"[6963, 8422, 8993, 9235]"
4233,京阪電気鉄道京阪宇治線,黄檗駅,1,[6971]
4234,西日本旅客鉄道桜井線,畝傍駅,2,"[6972, 13703]"
4235,西日本旅客鉄道桜井線,金橋駅,1,[6972]
4236,名古屋鉄道名鉄尾西線,六輪駅,2,"[6978, 13372]"
4237,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",東姫路駅,1,[6984]
4238,西日本旅客鉄道播但線,砥堀駅,2,"[6985, 10249]"
4239,東日本旅客鉄道釜石線,青笹駅,1,[6987]
4240,東日本旅客鉄道釜石線,岩手上郷駅,1,[6987]
4241,東急電鉄東急田園都市線,溝の口駅,2,"[6988, 8677]"
4242,三岐鉄道三岐線,梅戸井駅,1,[6992]
4243,三岐鉄道三岐線,大安駅,1,[6992]
4244,"['千葉都市モノレール1号線', '千葉都市モノレール2号線']",千城台北駅,1,[6993]
4245,鹿児島市交通局鹿児島市電第一期線,水族館口停留場,2,"[6995, 8224]"
4246,鹿児島市交通局鹿児島市電第一期線,市役所前停留場,1,[6995]
4247,ひたちなか海浜鉄道湊線,平磯駅,3,"[7005, 7245, 11556]"
4248,ひたちなか海浜鉄道湊線,磯崎駅,2,"[7005, 11556]"
4249,西日本旅客鉄道東海道線,岸辺駅,3,"[7007, 8015, 11374]"
4250,東急電鉄東急池上線,蓮沼駅,5,"[7014, 7391, 9613, 9623, 13276]"
4251,"['神戸市交通局山手線', '神戸市交通局西神線']",大倉山駅,1,[7020]
4252,九州旅客鉄道日豊本線,五十市駅,4,"[7022, 7943, 10848, 12978]"
4253,九州旅客鉄道日豊本線,財部駅,3,"[7022, 7943, 10848]"
4254,西日本旅客鉄道姫新線,楢原駅,1,[7028]
4255,高松琴平電気鉄道琴平線,円座駅,3,"[7029, 7446, 10221]"
4256,高松琴平電気鉄道琴平線,岡本駅,3,"[7029, 7446, 10221]"
4257,東京地下鉄東西線,日本橋駅,2,"[7032, 8608]"
4258,東海旅客鉄道中央線,恵那駅,1,[7033]
4259,"['東日本旅客鉄道東北本線', '東日本旅客鉄道東海道線']",北浦和駅,8,"[7034, 7548, 8031, 9427, 10850, 11706, 12098, 14554]"
4260,東日本旅客鉄道両毛線,大平下駅,1,[7036]
4261,名古屋鉄道名鉄各務原線,三柿野駅,1,[7039]
4262,名古屋鉄道名鉄各務原線,名電各務原駅,2,"[7039, 14342]"
4263,阪神電気鉄道阪神本線,杭瀬駅,5,"[7041, 7668, 9695, 11757, 13200]"
4264,北越急行ほくほく線,しんざ駅,1,[7042]
4265,北越急行ほくほく線,美佐島駅,1,[7042]
4266,関東鉄道常総線,新取手駅,3,"[7053, 8242, 12041]"
4267,関東鉄道常総線,ゆめみ野駅,2,"[7053, 8242]"
4268,北総鉄道北総線,北国分駅,1,[7061]
4269,九州旅客鉄道後藤寺線,新飯塚駅,1,[7063]
4270,東日本旅客鉄道横須賀線,新橋駅,3,"[7066, 8434, 10566]"
4271,西日本旅客鉄道和歌山線,大和二見駅,2,"[7067, 14423]"
4272,広島電鉄本線,紙屋町東停留場,1,[7069]
4273,信楽高原鐵道信楽線,雲井駅,1,[7072]
4274,信楽高原鐵道信楽線,勅旨駅,1,[7072]
4275,東日本旅客鉄道東北本線,大河原駅,4,"[7074, 8841, 9727, 14785]"
4276,東日本旅客鉄道奥羽本線,上飯島駅,2,"[7079, 10994]"
